income_status
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
middle income
lower middle income
lower middle income
lower middle income
lower middle income
lower middle income
lower middle income
lower middle income
lower middle income
lower middle income
lower middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
upper middle income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
high income
low income
low income
low income
low income
low income
low income
low income
low income
low income
low income
low income
low income
