"","x1","x2","x3","y"
"1",3.72746101566645,0.119631562337546,"a",19.9977554034453
"2",2.29632348636984,2.34846939727542,"a",16.4199167734426
"3",3.12724811998903,-0.305435713724636,"c",11.7397401028145
"4",2.66505863884014,2.27013075892703,"c",11.4048783907826
"5",2.30130988728298,2.59444779310126,"c",11.8271332652104
"6",1.23191457039797,0.41237014720667,"a",10.858405796507
"7",3.12587945916873,-4.44033686734289,"a",11.5746949974712
"8",2.16129698021617,-0.504939822429115,"a",9.38726337405153
"9",2.30950014361808,4.80717822572801,"c",16.0853499837167
"10",0.901447734541354,4.78278393532138,"a",12.7419293012933
"11",2.84722862872325,-2.22802044816012,"a",15.5979029335148
"12",3.1782364401944,1.84810252659149,"c",17.2433780157122
"13",2.69729593641737,5.99635434778738,"c",19.3629802983094
"14",3.18052235623675,-2.74586600207996,"c",8.61596676602009
"15",2.3724289022392,-0.789526449749384,"a",14.3666708058631
"16",2.70859818768307,-4.15877302943741,"a",6.99768792981233
"17",2.75429411034015,-1.06138261023308,"c",7.92130534789512
"18",2.15180400491748,2.90867780008717,"a",19.5424152536411
"19",1.66778134376176,-5.64004218690159,"b",12.3455584703244
"20",0.927076098425673,1.10295693218713,"a",9.97280534367797
"21",3.88819681042272,-3.04431388735746,"c",12.0886916386085
"22",0.706901178465358,1.96718578471954,"c",3.02835617215959
"23",2.97104140868277,-1.85619302172037,"c",6.55671479807557
"24",2.35733817780533,-0.000434724245581775,"c",5.31670611190128
"25",3.0927208783742,-2.06854239411764,"a",12.5110489264093
"26",3.50911287238611,1.61761066053724,"c",15.7796968893758
"27",3.48451584509997,-1.9962926642991,"c",10.4047134335811
"28",3.6591215045531,-0.179101255827659,"c",17.1020753269764
"29",1.55868129730513,0.655539971438838,"a",10.0691607247124
"30",2.65240102594209,-0.465609543396962,"c",6.4229955769859
"31",2.29279153698334,-3.15544884020771,"a",8.20313951022447
"32",3.16531799823898,-1.2072910759372,"a",18.1328163132013
"33",3.73384671541812,-0.998108497355322,"a",18.3385038641783
"34",3.19532333183055,-1.15201007782114,"c",9.31397066948121
"35",2.17812387445298,-7.30840592658321,"c",-10.5176803146831
"36",0.65733317423097,-2.36862231071894,"a",-3.36096740242071
"37",1.8542164216967,5.29458525416402,"c",16.2633461765643
"38",1.68759335858714,-1.26226396906378,"a",6.67241293229047
"39",4.28876518356748,-4.92242555089462,"c",6.78675321187479
"40",3.10096231658387,5.5070357551659,"c",19.7754533566371
"41",3.857290945633,-4.55529417408954,"a",11.8657673308549
"42",2.92395342736647,-1.16805997756806,"a",16.6402454592171
"43",2.29129363755436,-0.587920592908755,"c",4.38130912811554
"44",3.03975462812585,2.88506382929948,"c",14.019642268702
"45",3.23816053527092,-0.176619157545715,"a",17.462591394963
"46",3.40109357786274,-2.59360077031776,"a",13.2940473474569
"47",2.91655986873568,-4.49743457688096,"a",10.1106254336143
"48",2.91336488396397,2.27665835101309,"c",11.7511886626762
"49",2.85630731190855,-2.07149011448212,"c",7.17374835199586
"50",2.30149037221888,-2.29984255000285,"a",10.0056216422288
