"","x1","x2","x3","y"
"1",1.71176419680809,5.36895244893171,"a",3.89413208390481
"2",3.72746101566645,0.119631562337546,"a",-2.5
"3",2.16707509855013,4.17374451483066,"a",3.55452102710754
"4",2.29632348636984,2.34846939727542,"a",-1.85980399408364
"5",3.12724811998903,-0.305435713724636,"c",-2.5
"6",2.66505863884014,2.27013075892703,"c",-2.5
"7",2.30130988728298,2.59444779310126,"c",-1.34505893474012
"8",3.01267248014881,6.84800557858594,"a",5.35581538769835
"9",3.58898929618785,2.74460532535124,"a",-0.621855920060507
"10",1.23191457039797,0.41237014720667,"a",2.18751278032745
"11",3.31029730643018,4.44445682536961,"c",0.68038333136133
"12",3.12587945916873,-4.44033686734289,"a",-2.5
"13",0.686372071132245,6.21877349786501,"b",4.97691210992504
"14",2.56307188515023,-3.79792741271863,"b",-2.5
"15",2.16129698021617,-0.504939822429115,"a",-2.5
"16",2.30950014361808,4.80717822572801,"c",-0.10587478520192
"17",0.901447734541354,4.78278393532138,"a",0.392458257335088
"18",2.84722862872325,-2.22802044816012,"a",-0.179786329236872
"19",4.74431586637598,5.12246773033032,"c",1.36823066937425
"20",3.1782364401944,1.84810252659149,"c",-0.707657510801492
"21",2.69729593641737,5.99635434778738,"c",-0.97731474871613
"22",2.8422229589571,1.66456580503262,"b",-1.56687533212014
"23",3.45604137599557,4.37251882585645,"a",2.84299981909503
"24",3.26933081210857,2.57611616982699,"c",0.568278297162433
"25",1.44196878338484,10.1076947188726,"a",4.85465032238913
"26",3.71339560318698,5.99380284155224,"a",3.72929965408088
"27",3.18052235623675,-2.74586600207996,"c",-2.5
"28",2.3724289022392,-0.789526449749384,"a",-0.209670217229015
"29",3.22860171240709,4.2023364152242,"c",0.847492548816685
"30",2.70859818768307,-4.15877302943741,"a",-2.5
"31",2.75429411034015,-1.06138261023308,"c",-2.5
"32",2.15180400491748,2.90867780008717,"a",1.46439860911811
"33",1.66778134376176,-5.64004218690159,"b",-2.5
"34",3.01232838403985,9.09963927449673,"c",1.37472982353027
"35",1.7317172326956,4.5361119280094,"a",5.15925159866005
"36",0.927076098425673,1.10295693218713,"a",2.38541156592203
"37",4.89903004957398,-0.827151905743356,"b",-1.2126646613929
"38",3.88819681042272,-3.04431388735746,"c",-2.5
"39",3.31394804470932,0.880975457292503,"b",2.42624477194539
"40",0.706901178465358,1.96718578471954,"c",1.2038484545487
"41",2.71158462187572,3.98101945752774,"b",5.22351116462592
"42",4.36049016682006,1.51044364114749,"a",-2.25311043088665
"43",2.97104140868277,-1.85619302172037,"c",-2.5
"44",4.69739790293232,2.93629638842795,"b",2.48711868763413
"45",2.35733817780533,-0.000434724245581775,"c",-2.5
"46",3.34301245748184,1.54616628706217,"b",-1.3602811828011
"47",3.0927208783742,-2.06854239411764,"a",-2.5
"48",4.20145564324536,-2.10471404584638,"a",-2.5
"49",3.50911287238611,1.61761066053724,"c",-2.5
"50",2.83696746609161,1.12071711021877,"a",1.84567003425773
"51",2.49941568383293,3.93591651035356,"a",3.30142820609961
"52",3.48451584509997,-1.9962926642991,"c",-2.5
"53",3.67101849957833,0.353442434057796,"b",2.55889653473832
"54",3.6591215045531,-0.179101255827659,"c",-1.30153970521941
"55",3.26128507891288,0.146998957224472,"b",-1.90250192183715
"56",1.55868129730513,0.655539971438838,"a",-1.08097258625645
"57",2.65240102594209,-0.465609543396962,"c",-2.5
"58",4.26951834270496,10.3668794469435,"a",3.82985875925737
"59",3.55710195252457,3.42075027654403,"a",2.60674164372959
"60",2.55365252234727,3.25463830575111,"a",-0.766542333004175
"61",2.979941774849,3.09562736613895,"a",-0.807561028701649
"62",4.18466070508499,6.59476123265945,"a",0.946594743207735
"63",3.01981825833059,7.3644138899062,"b",2.56880811391441
"64",3.46560182103384,4.58538264786299,"a",2.7896003573172
"65",2.29279153698334,-3.15544884020771,"a",-2.5
"66",3.16531799823898,-1.2072910759372,"a",-1.10885925343772
"67",3.866970469833,2.71204429034331,"a",1.16676171043325
"68",3.73384671541812,-0.998108497355322,"a",-2.5
"69",4.71241685953909,6.88028004551526,"b",3.34951879776191
